8,3
6,1
4,1
6,1
8,1
8,1
8,2
6,1
6,1
6,2
8,1
11,1
11,2
8,3
6,1
4,1
6,1
8,1
8,1
8,2
6,1
6,1
6,1
8,1
6,1
4,3
